customer_id,session_date,age,destination,first_browser,language,booking
134,2021-12-28 05:19:49,46.0,US,Chrome,en,1
135,2021-07-02 23:21:58,,NDF,Safari,en,1
136,2022-03-16 22:12:26,,IT,Safari,en,1
137,2021-11-30 09:31:15,36.0,US,Chrome,en,1
138,2021-08-14 22:34:19,,ES,Safari,en,1
139,2021-09-13 14:37:27,44.0,NDF,Chrome,en,1
140,2021-02-28 04:10:20,28.0,US,CoolNovo,en,1
141,2021-02-12 07:13:53,,NDF,IE,en,1
142,2021-08-22 01:27:35,,NDF,Firefox,en,1
143,2021-05-05 01:39:45,59.0,US,Chrome,en,1
144,2022-03-23 01:01:26,,NDF,Chrome,en,1
145,2021-09-07 00:53:33,65.0,NDF,-unknown-,en,1
146,2022-02-24 16:08:01,30.0,other,Firefox,en,1
147,2022-03-26 05:34:46,40.0,NDF,Chrome,en,1
148,2021-07-02 15:12:11,27.0,US,Safari,en,1
149,2021-07-01 17:09:21,,US,Mobile Safari,en,1
150,2021-02-09 12:08:45,,NDF,IE,en,1
151,2021-01-13 13:45:02,,NDF,Firefox,en,1
152,2021-07-13 01:03:16,,NDF,-unknown-,en,1
153,2022-03-05 00:09:27,34.0,NDF,IE,en,1
154,2022-02-22 01:39:40,,NDF,IE,en,1
155,2021-12-09 09:53:27,33.0,other,Firefox,en,1
156,2021-01-15 09:09:30,20.0,NDF,Chrome,it,1
157,2021-02-04 12:35:55,49.0,NDF,-unknown-,en,1
158,2021-10-05 01:02:19,,NDF,Mobile Safari,en,1
159,2021-01-13 16:11:09,33.0,US,Chrome,en,1
160,2022-03-19 15:15:04,,NDF,Mobile Safari,en,1
161,2021-11-16 07:09:35,41.0,other,Safari,en,1
162,2021-12-26 17:11:17,35.0,NDF,Chrome,en,1
163,2021-04-02 05:21:33,105.0,US,Safari,en,1
164,2021-09-29 04:02:00,,NDF,Safari,en,1
165,2021-09-09 10:21:08,,NDF,Chrome,en,1
166,2021-08-01 21:07:28,,US,Chrome,en,1
167,2021-06-02 00:17:43,42.0,US,-unknown-,en,1
168,2021-08-11 08:14:54,24.0,NDF,Mobile Safari,en,1
169,2022-02-14 20:01:01,33.0,US,Firefox,en,1
170,2022-01-14 12:50:00,33.0,US,Safari,en,1
171,2021-05-09 05:55:09,105.0,US,IE,en,1
172,2021-02-16 16:50:21,,NDF,Chrome,en,1
173,2021-01-04 15:50:49,34.0,NDF,Mobile Safari,en,1
174,2021-03-04 07:21:37,33.0,NDF,Chrome,en,1
175,2021-04-18 11:08:01,,NDF,Chrome,en,1
176,2021-06-26 14:56:20,,NDF,IE,en,1
177,2021-12-18 03:57:01,,FR,-unknown-,en,1
178,2021-08-08 01:08:54,,NDF,-unknown-,en,1
179,2021-04-25 07:32:39,,NDF,Safari,en,1
180,2021-10-16 03:25:40,69.0,US,Mobile Safari,en,1
181,2021-01-02 20:26:45,35.0,other,-unknown-,en,1
182,2021-05-19 19:58:51,45.0,US,Mobile Safari,en,1
183,2021-09-09 10:50:53,31.0,NDF,Safari,en,1
184,2022-01-31 23:12:38,45.0,NDF,Safari,en,1
185,2022-01-23 02:27:56,,NDF,Mobile Safari,en,1
186,2022-01-14 02:52:41,,NDF,-unknown-,en,1
187,2021-01-15 00:15:29,,NDF,Firefox,en,1
188,2021-10-31 21:12:22,47.0,NDF,Firefox,en,1
189,2021-09-20 03:56:20,,NDF,Safari,en,1
190,2022-03-08 20:47:12,31.0,US,Mobile Safari,en,1
191,2021-11-04 07:42:27,26.0,US,Chrome,en,1
192,2021-12-18 00:13:10,,NDF,-unknown-,en,1
193,2021-06-18 10:23:16,,NDF,Chrome,en,1
194,2022-02-09 13:42:17,40.0,US,Safari,en,1
195,2022-02-17 15:44:35,31.0,US,Chrome,en,1
196,2021-03-11 18:57:28,38.0,other,Safari,en,1
197,2022-01-18 02:31:57,47.0,other,Safari,en,1
198,2021-07-07 00:01:18,,NDF,Firefox,en,1
199,2021-10-03 23:00:05,28.0,NDF,Mobile Safari,en,1
200,2021-05-22 13:34:24,41.0,other,Mobile Safari,en,1
201,2021-06-02 01:14:02,44.0,NDF,Firefox,en,1
202,2022-03-23 16:30:43,29.0,other,IE,en,1
203,2021-04-26 03:25:36,,NDF,IE,en,1
204,2022-03-24 20:45:45,26.0,US,Safari,en,1
205,2021-12-30 01:30:16,,NDF,Firefox,en,1
206,2021-04-26 09:50:55,,NDF,Mobile Safari,en,1
207,2021-08-02 20:29:41,,NDF,Safari,en,1
208,2021-09-01 14:20:29,,NDF,Firefox,en,1
209,2022-01-19 17:29:17,23.0,NDF,Chrome,en,1
210,2021-12-11 13:34:47,30.0,US,Chrome,en,1
211,2021-07-04 22:25:05,,NDF,Chrome,en,1
212,2022-01-27 06:47:45,31.0,NDF,IE,en,1
213,2021-05-23 01:29:28,41.0,other,Safari,en,1
214,2021-11-23 16:04:55,19.0,NDF,Safari,en,1
215,2022-02-21 17:26:54,,NDF,-unknown-,en,1
216,2021-04-01 08:35:19,40.0,FR,-unknown-,en,1
217,2022-03-17 03:51:37,22.0,NDF,Chrome,en,1
218,2022-02-03 22:15:01,50.0,NDF,Safari,en,1
219,2021-10-15 16:20:28,41.0,NDF,Safari,en,1
220,2021-08-07 06:43:54,,NDF,Firefox,en,1
221,2022-01-27 01:12:22,26.0,US,-unknown-,en,1
222,2021-11-16 19:40:30,25.0,US,-unknown-,en,1
223,2021-05-30 16:07:53,60.0,NDF,IE,en,1
224,2021-04-03 19:16:13,30.0,NDF,Chrome,en,1
225,2021-08-29 21:12:48,,NDF,Android Browser,en,1
226,2022-02-27 17:37:08,26.0,US,Chrome,en,1
227,2021-09-14 10:01:27,25.0,US,Chrome,en,1
228,2021-02-27 13:56:39,105.0,US,Mobile Safari,en,1
229,2022-01-07 01:27:29,33.0,US,Chrome,en,1
230,2021-02-03 05:06:08,41.0,NDF,Chrome,en,1
231,2021-01-16 00:52:51,,NDF,Chrome,en,1
232,2022-02-28 01:32:15,,NDF,Mobile Safari,en,1
233,2021-11-02 06:24:23,,US,Firefox,en,1
234,2021-05-29 19:54:04,39.0,US,Chrome,en,1
235,2021-11-21 10:54:05,38.0,US,Safari,en,1
236,2021-04-22 12:32:39,65.0,NDF,Chrome,en,1
237,2021-06-04 12:01:52,39.0,NDF,Firefox,en,1
238,2021-12-24 21:37:30,,NDF,IE,en,1
239,2021-07-15 20:36:04,29.0,US,Chrome,en,1
240,2021-03-17 00:08:06,29.0,NDF,Chrome,en,1
241,2021-11-28 07:01:29,40.0,US,Chrome,en,1
242,2021-06-05 05:30:21,,other,Safari,en,1
243,2021-02-18 22:16:38,40.0,US,Safari,en,1
244,2021-09-03 15:47:57,,NDF,Firefox,en,1
245,2021-11-14 06:08:18,39.0,IT,Safari,en,1
246,2021-01-18 16:13:52,25.0,other,Chrome,en,1
247,2021-02-15 04:13:35,30.0,US,Chrome,en,1
248,2021-05-20 02:38:59,,NDF,Mobile Safari,en,1
249,2021-09-23 07:43:43,49.0,other,Safari,en,1
250,2021-10-01 14:29:35,,US,-unknown-,en,1
251,2021-05-29 12:53:45,26.0,NDF,Chrome,en,1
252,2021-07-12 05:02:11,37.0,NDF,Safari,en,1
253,2021-06-26 21:44:49,,NDF,-unknown-,en,1
254,2021-02-17 07:58:38,,NDF,-unknown-,en,1
255,2021-05-28 13:18:11,57.0,NDF,IE,en,1
256,2021-06-04 04:51:32,32.0,IT,Chrome,en,1
257,2021-03-20 13:38:31,,US,Safari,en,1
258,2022-01-28 07:17:04,,NDF,-unknown-,en,1
259,2021-07-07 20:22:00,,NDF,-unknown-,en,1
260,2021-02-11 23:32:45,,NDF,Chrome,en,1
261,2022-02-26 22:39:17,31.0,NDF,Safari,en,1
262,2022-01-19 07:00:09,,NDF,-unknown-,en,1
263,2021-05-23 22:43:49,,US,IE,ru,1
264,2021-08-16 04:46:06,25.0,US,Chrome,en,1
265,2021-08-09 10:35:47,29.0,NDF,Safari,en,1
266,2021-06-17 04:47:52,27.0,US,Chrome,en,1
267,2022-03-19 18:25:40,32.0,FR,Safari,en,1
268,2021-10-22 22:28:51,,US,Safari,en,1
269,2021-07-10 00:04:42,,NDF,-unknown-,en,1
270,2021-11-30 06:58:22,30.0,US,Safari,en,1
271,2022-02-27 05:29:38,23.0,NDF,Firefox,en,1
272,2021-10-22 15:35:21,38.0,US,IE,en,1
273,2022-01-05 02:07:37,25.0,NDF,Chrome,en,1
274,2021-10-04 07:05:11,23.0,US,Chrome,en,1
275,2022-01-20 21:28:45,,US,Chrome,en,1
276,2021-02-11 11:03:51,34.0,US,Chrome,en,1
277,2022-01-14 21:36:25,34.0,NDF,Chrome,it,1
278,2022-01-11 20:22:30,,NDF,IE,fr,1
279,2021-01-23 22:55:57,,NDF,Chrome,en,1
280,2021-02-05 01:35:20,37.0,US,Firefox,en,1
281,2021-09-29 05:14:04,,NDF,-unknown-,en,1
282,2021-07-19 03:21:42,34.0,US,Chrome,en,1
283,2021-05-31 21:52:05,,US,Chrome,en,1
284,2022-01-23 19:09:43,,NDF,Firefox,en,1
285,2022-03-18 05:36:48,,NDF,Firefox,en,1
286,2022-03-24 14:47:49,84.0,FR,Safari,en,1
287,2021-01-10 07:46:55,54.0,IT,IE,en,1
288,2021-11-14 04:46:42,40.0,US,Android Browser,en,1
289,2021-01-03 21:04:35,43.0,NDF,-unknown-,en,1
290,2021-12-12 16:00:17,48.0,US,IE,en,1
291,2022-02-13 18:11:40,36.0,NDF,Safari,en,1
292,2021-05-28 03:44:23,,US,IE,en,1
293,2021-06-29 18:48:49,29.0,US,Safari,en,1
294,2022-01-21 02:55:05,30.0,US,IE,en,1
295,2021-09-22 01:23:36,,US,Mobile Safari,en,1
296,2021-08-28 17:57:04,,NDF,Chrome,en,1
297,2021-07-01 10:26:47,30.0,US,Mobile Safari,en,1
298,2022-02-28 12:31:11,38.0,US,Mobile Safari,en,1
299,2021-04-10 06:56:35,,NDF,Safari,en,1
300,2021-08-04 03:25:07,58.0,US,Chrome,en,1
301,2021-09-23 00:09:25,35.0,US,IE,en,1
302,2021-06-24 09:41:07,,NDF,Safari,en,1
303,2021-08-05 06:46:46,,NDF,-unknown-,en,1
304,2022-02-26 10:42:02,29.0,NDF,Firefox,en,1
305,2022-03-07 07:30:36,26.0,US,Mobile Safari,en,1
306,2022-03-03 05:28:29,30.0,other,Firefox,en,1
307,2021-02-20 00:25:09,,NDF,Chrome,en,1
308,2021-01-22 23:52:28,2014.0,US,Firefox,en,1
309,2021-07-22 17:18:55,,NDF,-unknown-,en,1
310,2021-07-15 15:28:18,39.0,NDF,Chrome,en,1
311,2021-09-19 03:25:40,,FR,Mobile Safari,en,1
312,2021-04-16 08:28:43,41.0,US,Firefox,en,1
313,2021-09-13 11:02:44,19.0,IT,-unknown-,en,1
314,2022-02-16 21:02:17,59.0,US,Mobile Safari,en,1
315,2022-01-22 03:06:46,35.0,US,Firefox,en,1
316,2021-06-03 03:39:31,,NDF,Safari,en,1
317,2021-04-22 15:12:49,33.0,US,Chrome,en,1
318,2021-11-16 10:08:44,26.0,NDF,Chrome,en,1
319,2022-01-27 08:31:06,,US,Safari,en,1
320,2021-01-25 16:15:01,39.0,NDF,Mobile Safari,en,1
321,2021-05-30 18:04:00,31.0,NDF,Safari,en,1
322,2021-09-13 07:31:03,57.0,US,Safari,en,1
323,2021-07-05 16:01:12,35.0,NDF,Safari,en,1
324,2021-01-07 12:16:01,25.0,US,Chrome,en,1
325,2021-01-30 01:30:46,,NDF,Mobile Safari,en,1
326,2021-11-22 20:43:45,,NDF,Chrome,en,1
327,2021-01-30 00:57:48,,NDF,Firefox,en,1
328,2021-07-13 19:36:28,33.0,US,Chrome,en,1
329,2022-02-22 13:56:28,,NDF,Mobile Safari,en,1
330,2021-08-30 17:52:09,,other,Chrome,en,1
331,2021-08-16 00:23:29,26.0,US,Chrome,en,1
332,2021-07-12 22:03:13,,NDF,Safari,en,1
333,2021-11-16 17:57:46,,NDF,Safari,en,1
334,2021-02-16 23:37:11,31.0,US,-unknown-,en,1
335,2021-12-31 17:24:31,59.0,NDF,Chrome,en,1
336,2022-03-04 06:52:36,,NDF,Chrome,en,1
337,2021-05-19 10:12:08,38.0,NDF,Safari,en,1
338,2021-08-13 07:24:08,34.0,US,Chrome,en,1
339,2021-07-26 01:27:11,57.0,US,Mobile Safari,en,1
340,2021-02-22 08:37:29,,NDF,Chrome,es,1
341,2021-03-02 16:53:02,,NDF,Chrome,en,1
342,2021-04-23 15:09:33,,NDF,Chrome,en,1
343,2022-03-22 07:38:29,,NDF,Mobile Safari,en,1
344,2021-06-04 19:25:38,38.0,GB,IE,en,1
345,2021-11-22 08:11:08,31.0,US,-unknown-,en,1
346,2021-01-03 08:31:12,,NDF,Firefox,en,1
347,2021-12-30 14:11:01,41.0,NDF,Mobile Safari,en,1
348,2021-12-07 01:43:12,42.0,US,IE,en,1
349,2022-03-12 16:52:13,26.0,ES,Chrome,en,1
350,2021-08-22 18:00:54,,US,Safari,en,1
351,2021-03-02 16:06:35,,NDF,IE,en,1
352,2021-02-02 22:24:22,43.0,NDF,Chrome,en,1
353,2021-01-13 04:09:48,28.0,NDF,Chrome,en,1
354,2021-09-11 03:04:34,31.0,US,Mobile Safari,en,1
355,2022-02-26 03:26:54,25.0,NDF,Safari,en,1
356,2021-09-01 14:10:27,39.0,US,Chrome,en,1
357,2022-03-04 18:52:30,50.0,US,IE,en,1
358,2021-12-20 07:56:39,27.0,NDF,Chrome,zh,1
359,2021-02-15 22:32:28,37.0,US,Mobile Safari,en,1
360,2021-02-20 09:53:30,59.0,NDF,Chrome,en,1
361,2021-01-02 15:16:33,,GB,Firefox,en,1
362,2021-12-07 18:59:25,,NDF,Safari,en,1
363,2022-01-27 07:41:02,,NDF,Chrome,en,1
364,2021-01-02 20:40:46,,NDF,Chrome,en,1
365,2021-09-27 03:13:58,,NDF,-unknown-,en,1
366,2021-02-12 23:25:07,41.0,US,Firefox,en,1
367,2021-03-19 09:09:21,,NDF,Safari,en,1
368,2021-07-23 00:39:49,,NDF,Safari,en,1
369,2021-02-22 03:50:06,,NDF,Chrome,en,1
370,2021-01-06 03:54:11,,NDF,Chrome,en,1
371,2021-04-11 19:16:11,40.0,other,Chrome,en,1
372,2021-08-01 20:55:50,47.0,ES,Chrome,en,1
373,2021-03-06 15:17:38,22.0,US,Safari,en,1
374,2021-06-03 19:43:20,31.0,FR,Firefox,en,1
375,2021-02-07 02:44:23,,NDF,IE,en,1
376,2021-06-17 13:36:26,52.0,US,Firefox,en,1
377,2021-12-14 13:08:16,48.0,NDF,Safari,en,1
378,2021-12-16 00:51:33,30.0,NDF,-unknown-,en,1
379,2021-07-13 03:59:54,30.0,NDF,-unknown-,en,1
380,2022-01-11 20:29:43,27.0,NDF,Chrome,en,1
381,2021-03-23 04:12:45,,FR,Chrome,en,1
382,2021-11-30 14:58:45,,NDF,Safari,en,1
383,2021-11-21 21:10:44,26.0,US,Chrome,en,1
384,2021-08-25 08:26:14,,NDF,-unknown-,en,1
385,2022-03-20 02:01:03,,NDF,Mobile Safari,en,1
386,2021-08-12 14:35:57,42.0,ES,Firefox,en,1
387,2021-06-07 19:52:07,,NDF,Safari,en,1
388,2021-06-28 22:34:33,42.0,NDF,Firefox,en,1
389,2021-04-20 10:01:35,48.0,US,Mobile Safari,en,1
390,2021-12-17 06:42:08,,NDF,Safari,en,1
391,2021-09-09 16:56:12,34.0,US,Chrome,en,1
392,2021-06-12 03:06:20,27.0,US,Chrome,en,1
393,2021-03-03 00:55:03,,NDF,AOL Explorer,en,1
394,2022-03-06 18:06:55,,NDF,-unknown-,en,1
395,2021-02-01 14:59:17,,NDF,Firefox,en,1
396,2021-02-09 16:01:56,,NDF,Safari,en,1
397,2021-04-22 19:50:21,35.0,NDF,Mobile Safari,en,1
398,2021-02-20 12:54:03,54.0,US,Firefox,en,1
399,2021-10-03 21:14:21,44.0,ES,Safari,en,1
400,2022-03-11 01:02:43,39.0,NDF,Chrome,en,1
401,2021-10-30 20:08:08,,NDF,Chrome,en,1
402,2022-03-25 02:24:45,,NDF,Chrome,en,1
403,2021-04-01 09:40:43,,US,Safari,en,1
404,2021-04-29 08:56:14,56.0,US,Safari,en,1
405,2021-02-08 13:47:35,38.0,US,Safari,en,1
406,2021-07-30 11:03:26,36.0,US,-unknown-,en,1
407,2021-06-02 12:52:14,,US,Firefox,en,1
408,2021-08-06 18:47:40,,NDF,Safari,en,1
409,2021-09-23 22:14:02,36.0,US,Safari,en,1
410,2021-10-31 03:42:43,,US,Safari,en,1
411,2022-02-26 17:16:38,56.0,NDF,Mobile Safari,en,1
412,2021-04-02 07:59:36,,GB,IE,en,1
413,2021-12-14 11:28:26,,NDF,IE,tr,1
414,2022-03-04 08:21:55,38.0,NDF,Safari,en,1
415,2021-03-08 06:30:56,,FR,Firefox,en,1
416,2022-01-24 11:58:53,60.0,US,Firefox,en,1
417,2021-02-11 12:47:55,47.0,NDF,-unknown-,en,1
418,2021-04-26 02:18:51,,US,Mobile Safari,en,1
419,2021-06-20 22:04:00,25.0,NDF,Mobile Safari,en,1
420,2021-07-09 04:59:52,35.0,NDF,Chrome,en,1
421,2021-11-27 20:37:57,30.0,US,Mobile Safari,en,1
422,2021-03-01 22:54:22,27.0,NDF,Chrome,en,1
423,2021-12-24 06:37:44,45.0,US,Firefox,en,1
424,2021-09-03 02:43:15,,NDF,-unknown-,en,1
425,2021-01-17 16:10:54,,NDF,-unknown-,en,1
426,2021-09-14 07:30:14,27.0,US,Firefox,en,1
427,2021-10-11 01:24:51,36.0,NDF,-unknown-,en,1
428,2021-03-05 11:04:02,31.0,NDF,Chrome,en,1
429,2021-04-16 01:20:14,,NDF,-unknown-,en,1
430,2021-11-27 03:07:14,,NDF,Chrome,en,1
431,2022-01-23 09:28:22,33.0,NDF,Chrome,en,1
432,2021-03-22 04:34:27,38.0,US,IE,en,1
433,2021-07-19 22:53:13,35.0,US,-unknown-,en,1
434,2022-02-10 08:38:06,,NDF,Mobile Safari,en,1
435,2021-11-21 10:39:31,30.0,US,Chrome,en,1
436,2022-03-16 18:17:47,,NDF,Firefox,en,1
437,2022-01-15 15:39:54,,US,Chrome,en,1
438,2021-02-02 12:32:26,30.0,US,Chrome,en,1
439,2021-11-12 06:37:22,,NDF,Firefox,en,1
440,2021-08-02 18:35:20,38.0,US,Safari,en,1
441,2021-03-24 12:11:35,,NDF,Firefox,en,1
442,2022-01-31 12:12:31,,NDF,-unknown-,en,1
443,2021-06-16 06:36:51,38.0,US,-unknown-,en,1
444,2021-02-19 01:43:44,24.0,NDF,Safari,en,1
445,2021-08-22 08:58:08,,NDF,Mobile Safari,en,1
446,2021-10-18 19:09:59,,NDF,Chrome,en,1
447,2022-01-24 15:33:30,33.0,ES,Safari,en,1
448,2022-03-10 06:54:31,37.0,US,Safari,en,1
449,2021-07-08 18:58:21,35.0,US,Safari,en,1
450,2021-05-11 04:19:50,46.0,US,Firefox,en,1
451,2021-05-27 22:25:12,27.0,NDF,Safari,en,1
452,2021-06-05 09:26:00,27.0,US,Chrome,en,1
453,2021-01-28 01:19:53,34.0,other,Firefox,en,1
454,2021-11-25 05:15:49,40.0,NDF,Chrome,en,1
455,2021-02-15 14:13:48,,NDF,-unknown-,en,1
456,2021-11-16 10:00:51,24.0,NDF,-unknown-,en,1
457,2022-01-20 07:17:45,37.0,NDF,Chrome,en,1
458,2021-02-15 23:30:18,,NDF,Safari,en,1
459,2021-03-25 03:22:58,,NDF,Chrome,en,1
460,2022-02-28 22:39:23,25.0,NDF,Chrome,en,1
461,2021-08-16 02:37:36,,NDF,IE,en,1
462,2022-02-17 10:52:04,39.0,NDF,Firefox,en,1
463,2021-12-08 19:30:07,,US,Chrome,en,1
464,2021-01-22 15:12:30,29.0,other,Chrome,en,1
